,km,potencia,gps,precio,antiguedad,fecha_registro_MES,fecha_venta_MES,modelo_318,modelo_320,modelo_520,modelo_Others,color_Unknown,color_black,color_blue,color_grey,color_white,tipo_coche_Unknown,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_suv,volante_regulable_False,volante_regulable_True,aire_acondicionado_False,aire_acondicionado_True,aire_acondicionado_Unknown,camara_trasera_False,camara_trasera_True,asientos_traseros_plegables_False,asientos_traseros_plegables_Unknown,elevalunas_electrico_False,elevalunas_electrico_True,bluetooth_False,bluetooth_True,bluetooth_Unknown,alerta_lim_velocidad_False,alerta_lim_velocidad_True,alerta_lim_velocidad_Unknown
32,170862.0,170.0,True,9200.0,3927.0,7.0,4.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
33,100154.0,135.0,True,22500.0,1492.0,3.0,4.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
34,90763.0,230.0,False,26100.0,1431.0,5.0,4.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
35,107375.0,135.0,True,23800.0,1400.0,7.0,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
36,61429.0,135.0,True,26800.0,1157.0,3.0,5.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
37,121100.0,230.0,True,28600.0,1491.0,4.0,5.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
38,126685.0,230.0,True,36500.0,2068.0,9.0,5.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False
39,47902.0,140.0,True,30700.0,851.0,1.0,5.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False
40,70880.0,190.0,True,28700.0,1461.0,5.0,5.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
41,143853.0,120.0,True,17000.0,1673.0,11.0,6.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
42,65008.0,140.0,True,24200.0,1188.0,3.0,6.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False
43,140694.0,120.0,True,18300.0,1734.0,10.0,7.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
44,274992.0,210.0,True,19000.0,2373.0,1.0,7.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
45,122991.0,170.0,True,11300.0,273.0,11.0,8.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
46,173302.0,210.0,True,19300.0,3014.0,5.0,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
47,202811.0,120.0,True,7700.0,3926.0,11.0,8.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
48,169722.0,145.0,True,8300.0,3744.0,5.0,8.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
49,200510.0,135.0,True,10900.0,2831.0,12.0,9.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False
50,227832.0,120.0,True,5400.0,3562.0,4.0,1.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
51,108245.0,100.0,True,11700.0,1767.0,3.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
52,221018.0,135.0,True,16500.0,1310.0,6.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
53,163181.0,120.0,True,8200.0,2132.0,3.0,1.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
54,146310.0,85.0,True,7600.0,2222.0,3.0,4.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
55,107560.0,190.0,False,14500.0,1734.0,6.0,3.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
56,78425.0,100.0,True,12700.0,1856.0,6.0,7.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
57,95078.0,140.0,False,21300.0,1186.0,12.0,3.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
58,203950.0,105.0,True,7900.0,1400.0,6.0,4.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
59,158002.0,85.0,True,8900.0,1400.0,6.0,4.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
60,41142.0,105.0,False,18200.0,1035.0,5.0,3.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
61,46738.0,85.0,False,14400.0,1280.0,8.0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
62,156627.0,85.0,True,9000.0,1949.0,5.0,9.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
63,146528.0,140.0,True,18600.0,1492.0,7.0,8.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
64,132746.0,135.0,False,11900.0,1461.0,6.0,6.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False
65,130019.0,85.0,False,800.0,1308.0,8.0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
66,110212.0,135.0,False,9000.0,1795.0,4.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False
67,149525.0,190.0,False,15400.0,1581.0,11.0,3.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
68,122357.0,105.0,True,13700.0,1339.0,12.0,8.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
69,69978.0,135.0,False,18000.0,1673.0,9.0,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
70,105105.0,105.0,False,6000.0,1551.0,12.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
71,156127.0,190.0,True,17800.0,2099.0,9.0,6.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
72,117722.0,122.0,True,9200.0,1795.0,4.0,3.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
73,142031.0,85.0,True,13000.0,1308.0,10.0,5.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
74,163879.0,120.0,True,8600.0,2283.0,3.0,6.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
75,58673.0,135.0,False,18200.0,1857.0,3.0,4.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
76,183683.0,135.0,True,1200.0,1431.0,5.0,4.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
77,153236.0,135.0,True,11900.0,1431.0,7.0,6.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
78,83133.0,85.0,True,14300.0,1492.0,3.0,4.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
79,147097.0,105.0,False,800.0,1765.0,5.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
80,159659.0,190.0,True,20200.0,1157.0,11.0,1.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
81,123340.0,105.0,True,14200.0,1795.0,2.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
82,163601.0,120.0,True,11700.0,1492.0,12.0,1.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False
83,173446.0,135.0,True,15600.0,1795.0,2.0,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False
84,197516.0,135.0,True,10100.0,1887.0,11.0,1.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
85,170832.0,100.0,True,10200.0,1308.0,11.0,6.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False
86,255957.0,230.0,True,17800.0,2192.0,1.0,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False
87,175024.0,135.0,True,13700.0,1977.0,10.0,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
88,132731.0,100.0,True,12500.0,1583.0,9.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
89,214691.0,120.0,True,5100.0,4689.0,3.0,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
90,106878.0,135.0,True,15400.0,1854.0,2.0,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
91,46731.0,140.0,False,11900.0,912.0,9.0,3.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
92,150969.0,135.0,True,800.0,2192.0,1.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
93,164900.0,100.0,True,7300.0,3014.0,10.0,1.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
94,117872.0,85.0,True,10400.0,1553.0,10.0,1.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
95,66314.0,135.0,False,16100.0,1522.0,11.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
96,216114.0,105.0,True,9900.0,1736.0,4.0,1.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
97,147243.0,120.0,True,16300.0,1946.0,11.0,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False
98,123796.0,135.0,True,15600.0,1857.0,12.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
99,238592.0,90.0,True,3900.0,4171.0,8.0,1.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
100,167013.0,100.0,True,12400.0,1614.0,8.0,1.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
101,142724.0,120.0,True,14800.0,1553.0,10.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
102,127017.0,120.0,True,13100.0,1552.0,4.0,7.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
103,186684.0,120.0,True,11400.0,1826.0,3.0,3.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
104,156756.0,120.0,True,13700.0,2040.0,6.0,1.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False
105,236259.0,135.0,True,6400.0,2192.0,1.0,1.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False
106,161034.0,120.0,True,15000.0,1552.0,4.0,7.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
107,197704.0,100.0,True,9400.0,1826.0,3.0,3.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
108,80340.0,100.0,True,13200.0,1826.0,9.0,9.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False
109,223829.0,190.0,True,20600.0,2314.0,9.0,1.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
110,110136.0,120.0,True,17800.0,1341.0,5.0,1.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
111,151555.0,230.0,True,22100.0,1157.0,11.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
112,132522.0,140.0,True,20800.0,1280.0,7.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
113,150534.0,135.0,True,11300.0,1706.0,5.0,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True
114,161581.0,105.0,True,12900.0,1614.0,8.0,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
115,194748.0,120.0,True,12000.0,1492.0,12.0,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
116,165274.0,135.0,True,16400.0,1341.0,5.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
117,188155.0,135.0,True,14800.0,1614.0,8.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False
118,127511.0,140.0,True,19900.0,1096.0,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
119,180574.0,135.0,True,14600.0,1402.0,3.0,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True
120,123622.0,190.0,True,25500.0,1341.0,5.0,1.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
121,86420.0,160.0,True,26700.0,1402.0,3.0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
122,200121.0,135.0,True,11400.0,1157.0,11.0,1.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
123,75373.0,135.0,False,19900.0,1310.0,6.0,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
124,152137.0,135.0,True,11700.0,1645.0,7.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
125,161666.0,135.0,True,15200.0,1736.0,4.0,1.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
126,130500.0,160.0,True,800.0,1371.0,4.0,1.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
127,165599.0,135.0,True,16300.0,1553.0,10.0,1.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
128,159773.0,190.0,True,13700.0,1946.0,11.0,3.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
129,151246.0,135.0,True,13300.0,1584.0,10.0,2.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
130,84734.0,85.0,True,12600.0,1278.0,10.0,4.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
131,121436.0,230.0,True,31300.0,1979.0,9.0,2.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
132,47771.0,135.0,True,13100.0,1977.0,10.0,3.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False
133,164998.0,85.0,True,11100.0,1885.0,1.0,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
134,185141.0,105.0,True,11200.0,1857.0,1.0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
135,99600.0,120.0,True,14300.0,1704.0,7.0,3.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
136,198759.0,105.0,True,9400.0,1280.0,8.0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
137,95636.0,105.0,True,14500.0,1433.0,3.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
138,121742.0,135.0,True,15400.0,1918.0,11.0,2.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
139,109620.0,120.0,True,15400.0,1249.0,9.0,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
140,190639.0,105.0,True,9300.0,1676.0,7.0,2.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
141,136093.0,135.0,True,13400.0,1339.0,7.0,3.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
142,146879.0,85.0,True,9900.0,1645.0,8.0,2.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
